,Type,Age,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,State,VideoAmt,PhotoAmt,DesSem,DesSemCat,NameSem,NameSemCat,Description_SIZE,Description_VALUABLE_SIZE,Description_SCORE,Object_SIZE,Object_COLOR_H,Object_COLOR_S,Object_COLOR_V,Image_WIDTH,Image_HEIGHT,AdoptionSpeed,Breed1_name,Breed2_name,Mixed,BreedName
138,1,2,2,2,7,0,2,1,1,1,1,1,0,41326,0,24,0.064930556,1,0,0,87,16,1.9,220,35,93,142,320,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
139,1,0,2,2,0,0,2,3,2,2,2,1,0,41326,0,3,0.5,1,0.5,1,34,3,1.4,30,14,150,125,366,333,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
140,1,0,2,2,0,0,2,1,2,2,2,1,0,41332,0,1,0.5,1,0,0,16,4,0.3,10,59,105,153,640,505,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
141,2,0,1,1,7,0,1,1,1,2,3,1,0,41401,0,4,0.207777778,1,-0.166666667,-1,127,22,2.8,37,106,69,129,400,300,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
142,1,2,2,5,7,0,1,1,1,1,3,1,0,41401,0,3,0.206875,1,0,0,49,5,0.8,30,43,46,125,218,225,0,Shih_Tzu,Maltese,FALSE,Shih_Tzu
143,2,0,1,3,5,7,2,1,1,1,2,1,0,41326,0,5,0.398214286,1,0.333333333,1,162,32,4.1,50,24,55,179,361,393,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
144,2,0,1,5,0,0,1,2,3,3,3,1,0,41327,0,6,0.247395833,1,0,0,47,9,2,60,80,78,156,593,444,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
145,1,1,1,2,0,0,2,1,1,1,3,1,0,41326,0,8,0.15,1,0,0,31,9,0.1,80,28,139,137,337,362,0,Shih_Tzu,Pomeranian,FALSE,Shih_Tzu
146,2,2,2,2,3,0,2,1,2,1,2,1,0,41326,0,5,0.264166667,1,0,0,113,14,2,50,34,90,115,320,240,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
147,1,0,1,1,7,0,2,1,1,1,1,1,0,41326,0,3,0.2325,1,0,0,62,15,1.5,30,37,49,131,308,400,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
148,1,2,1,1,2,0,2,1,1,1,2,1,0,41326,0,1,0.4,1,0,0,1,0,0,10,59,163,127,360,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
149,2,0,1,1,7,0,1,1,1,1,2,1,0,41401,0,9,0.281843434,1,0,0,243,38,8.6,83,71,82,135,484,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
150,1,0,2,1,2,0,2,2,2,2,2,1,0,41326,0,1,0.08,1,0.25,1,41,8,0,9,50,47,145,342,400,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
151,2,1,2,4,0,0,2,1,1,1,1,1,0,41401,0,8,0.153125,1,0,0,54,8,3,75,35,89,132,406,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
152,1,0,2,4,5,7,2,1,2,1,2,1,0,41326,0,5,0.063611111,1,-0.1875,-1,146,31,-1.9,36,63,103,169,400,400,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
153,1,0,1,1,2,5,2,1,2,2,2,1,0,41326,0,2,0.2575,1,0,0,102,21,1.7,20,14,61,123,225,400,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
154,2,0,2,1,2,6,3,1,2,2,2,1,0,41401,0,8,0,0,0,0,3,1,0,80,26,38,147,351,341,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
155,1,2,1,2,4,7,2,2,1,1,1,1,0,41326,0,5,0.216666667,1,0,0,197,37,2.5,46,47,77,130,300,400,1,Golden_Retriever,Mixed_Breed,TRUE,Golden_Retriever__Mixed_Breed
156,2,2,2,2,3,5,2,1,1,1,1,1,0,41401,0,2,0.1322558,1,0,0,119,20,3.9,19,31,143,158,300,400,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
157,2,0,2,1,4,7,1,1,2,2,2,1,0,41326,0,5,0.2203125,1,0,0,-1,-1,-1,43,95,56,127,380,320,0,Mixed_Breed,Calico,TRUE,Mixed_Breed__Calico
158,2,1,2,3,7,0,2,1,2,1,1,1,0,41326,0,5,0.375,1,0,0,1,1,0.8,49,17,67,149,640,360,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
159,1,0,2,1,2,0,3,1,3,3,2,1,0,41326,0,2,0.375,1,0,0,21,4,1,19,21,77,132,322,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
160,1,0,2,1,0,0,2,2,2,1,2,1,0,41326,0,4,0.165701284,1,0,0,74,15,0.7,35,53,70,125,347,350,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
161,2,0,1,4,7,0,2,2,2,2,2,1,5,41326,0,3,0.209333333,1,0,0,24,7,0.9,27,43,65,124,333,366,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
162,1,2,2,1,0,0,2,1,1,1,1,1,8,41326,0,3,0.359551282,1,0.1875,1,103,27,2.4,26,55,50,134,522,448,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
163,2,1,2,1,4,7,2,1,1,1,1,1,5,41326,0,5,0.120833333,1,0,0,37,4,1,50,26,28,147,528,576,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
164,1,2,2,2,3,7,2,1,1,1,1,1,0,41326,0,5,0.625,1,0,0,103,22,0.2,41,15,94,157,398,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
165,2,0,2,1,7,0,1,3,2,2,3,1,25,41326,0,3,0.366666667,1,0,0,-1,-1,-1,28,41,54,123,639,466,0,Ragdoll,Persian,FALSE,Ragdoll
166,1,0,1,5,0,0,2,1,2,1,1,1,0,41401,0,6,0.476666667,1,0,0,12,3,0.6,51,11,84,143,333,366,0,Mixed_Breed,Labrador_Retriever,TRUE,Mixed_Breed__Labrador_Retriever
167,1,1,1,1,2,5,2,1,1,1,1,1,0,41326,0,1,0.280952381,1,0,0,90,25,2.8,10,36,38,110,640,640,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
168,2,0,2,3,5,0,2,1,2,2,2,1,0,41326,0,7,-0.171458333,-1,0,0,54,7,-0.5,63,98,141,157,428,428,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
169,1,0,1,1,2,0,2,1,3,3,3,1,0,41326,0,0,0.6,1,0,0,2,1,0.8,0,-1,-1,-1,-1,-1,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
170,2,1,1,1,7,0,2,1,2,1,2,1,0,41401,0,2,0.130952381,1,0,0,31,7,2,20,79,41,117,203,360,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
171,1,0,2,1,2,0,2,2,2,1,2,1,0,41401,0,1,0.05,1,0,0,25,7,0.5,9,28,55,120,270,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
172,2,0,2,1,2,5,2,1,2,2,2,1,0,41326,0,0,0.1875,1,0,0,87,16,1.3,0,-1,-1,-1,-1,-1,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
173,1,2,2,2,0,0,2,1,1,1,1,1,0,41326,0,1,-0.104166667,-1,0,0,38,6,0.9,8,44,124,130,298,400,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
174,1,0,2,2,0,0,1,1,2,2,2,1,0,41330,0,3,0.25,1,0,0,6,0,-0.2,29,25,87,168,360,480,0,Cocker_Spaniel,Akbash,FALSE,Cocker_Spaniel
175,1,0,1,1,2,7,2,2,1,1,2,1,0,41326,0,1,0,0,0,0,3,0,0.1,9,65,152,114,300,400,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
176,2,0,1,4,7,0,1,1,1,1,3,1,0,41401,0,5,0,0,0,0,18,3,1.8,50,10,111,181,266,400,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
177,1,2,2,5,7,0,2,1,1,1,2,1,0,41326,0,3,0.014814815,1,0,0,80,11,1.6,30,34,79,117,400,288,0,Shih_Tzu,No_Breed,FALSE,Shih_Tzu
178,1,2,2,2,0,0,1,3,1,1,1,1,0,41326,0,3,0,0,0,0,2,1,0,30,15,127,145,270,480,0,Poodle,Poodle,FALSE,Poodle
179,1,0,1,1,0,0,2,1,3,3,2,1,0,41326,0,2,0.375,1,0,0,13,3,1.6,19,29,91,150,505,480,0,Black_Labrador_Retriever,Mixed_Breed,TRUE,Black_Labrador_Retriever__Mixed_Breed
180,2,0,2,5,0,0,2,2,3,3,3,1,0,41401,1,4,0.3075,1,0,0,38,6,2.4,36,41,37,139,360,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
181,2,2,2,1,6,0,2,2,1,1,2,1,0,41326,0,3,0.148877789,1,0,0,103,10,2.1,30,86,51,121,400,332,0,Persian,Mixed_Breed,TRUE,Persian__Mixed_Breed
182,2,0,1,1,7,0,1,1,3,3,3,1,0,41327,0,1,0.183333333,1,0,0,14,2,0.6,9,79,30,123,640,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
183,1,0,2,1,0,0,2,2,1,1,2,1,0,41326,0,8,0.247272727,1,0,0,42,12,1.7,77,41,67,125,450,421,0,Labrador_Retriever,No_Breed,FALSE,Labrador_Retriever
184,1,0,2,1,7,0,2,2,2,1,2,1,0,41326,0,12,0.24047619,1,0.333333333,1,54,13,0.6,114,94,61,130,500,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
185,1,0,2,2,7,0,2,1,1,1,2,1,0,41326,1,9,0.289814815,1,0.8,1,61,11,1.6,86,32,62,141,540,475,0,Jack_Russell_Terrier,Mixed_Breed,TRUE,Jack_Russell_Terrier__Mixed_Breed
186,1,2,2,2,0,0,2,1,1,1,1,1,0,41326,0,1,0,0,0,0,-1,-1,-1,10,12,89,156,400,300,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
187,1,0,2,1,2,0,2,1,1,1,2,1,0,41326,1,4,0.1,1,0,0,44,8,1.5,36,49,70,101,360,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
188,1,0,2,1,2,0,2,2,2,1,2,1,0,41326,0,4,0,0,0,0,2,1,0,40,96,85,125,640,360,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
189,2,0,2,1,7,0,2,1,2,1,2,1,0,41326,0,3,0.212405303,1,0,0,55,12,2.4,27,30,113,129,400,266,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
190,2,1,1,3,0,0,2,1,1,1,1,1,0,41326,0,2,0.170454545,1,0,0,17,4,1,20,40,102,142,400,300,0,Tabby,No_Breed,FALSE,Tabby
191,2,0,2,1,6,7,2,2,1,1,2,1,0,41326,0,4,0.35,1,0,0,7,3,0.8,40,18,55,106,195,225,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
192,2,1,2,2,5,6,1,1,1,1,1,1,0,41401,0,3,0.210810023,1,0,0,158,23,1.8,30,14,53,154,333,330,0,Tabby,No_Breed,FALSE,Tabby
193,2,1,2,6,0,0,2,1,3,3,3,1,0,41336,0,4,0.234404762,1,-0.05,-1,64,12,1.2,40,58,58,126,640,480,0,Mixed_Breed,Tabby,TRUE,Mixed_Breed__Tabby
194,1,2,2,2,7,0,2,1,1,1,1,1,0,41401,0,10,0,0,0,0,4,2,0.1,73,24,84,161,350,350,0,Beagle,Mixed_Breed,TRUE,Beagle__Mixed_Breed
195,1,2,1,2,0,0,3,2,1,1,1,1,0,41336,0,3,0.2,1,0,0,5,1,0.8,24,20,106,119,533,479,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
196,2,0,1,7,0,0,2,1,2,1,2,1,0,41401,0,2,0.164583333,1,0,0,21,4,1.5,20,9,41,128,352,231,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
197,2,2,1,1,6,7,2,2,1,1,1,1,0,41326,0,1,0.375,1,0,0,-1,-1,-1,10,19,43,132,400,300,1,Bengal,No_Breed,FALSE,Bengal
198,2,2,2,1,2,0,2,1,2,3,1,1,0,41326,0,1,0.5,1,0,0,8,2,0.8,10,35,67,175,360,480,1,Mixed_Breed,Tiger,TRUE,Mixed_Breed__Tiger
199,1,0,2,1,5,0,2,1,2,2,2,1,0,41326,0,5,-0.145833333,-1,0,0,106,23,-0.8,47,38,56,125,380,320,0,Collie,Mixed_Breed,TRUE,Collie__Mixed_Breed
200,1,0,2,1,2,7,2,2,1,1,2,1,0,41326,0,2,0.125,1,0,0,13,3,-0.1,20,84,56,119,350,350,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
201,1,0,2,2,0,0,2,1,3,3,3,1,0,41326,0,2,0,0,0,0,15,2,0.4,20,58,103,153,300,400,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
202,1,0,1,5,7,0,2,2,2,2,2,1,0,41327,0,4,0.257142857,1,0,0,90,19,-0.4,34,21,55,147,356,268,0,Mixed_Breed,Husky,TRUE,Mixed_Breed__Husky
203,2,1,2,4,0,0,1,1,1,1,1,1,20,41336,0,6,0.326746032,1,0,0,381,64,4,60,28,119,163,377,283,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
204,2,0,1,1,7,0,1,1,2,2,2,1,0,41401,0,1,0.122222222,1,0,0,13,4,0.5,10,56,60,101,640,640,0,Siamese,No_Breed,FALSE,Siamese
205,1,0,1,2,0,0,3,1,2,2,3,1,0,41401,0,3,0.3,1,0,0,24,6,0.4,25,34,87,116,300,400,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
206,1,2,2,2,0,0,2,1,1,1,1,2,2,41326,0,2,0.275,1,0,0,26,4,0.2,19,15,102,112,291,480,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
207,1,0,1,2,7,0,2,2,2,2,2,1,0,41326,0,1,0.275555556,1,0,0,21,1,1.4,10,8,66,141,399,252,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
208,1,0,2,1,2,0,2,2,2,1,2,1,25,41401,0,13,0.113095238,1,0,0,28,5,0.7,123,37,87,153,376,310,1,Mixed_Breed,German_Shepherd_Dog,TRUE,Mixed_Breed__German_Shepherd_Dog
209,1,0,1,3,0,0,2,2,1,1,2,1,0,41326,0,1,0.128571429,1,0,0,56,10,1.5,10,16,131,207,203,360,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
210,1,1,2,2,0,0,2,1,1,1,2,1,0,41401,0,1,0.180277778,1,0,0,80,12,2.4,10,15,110,183,270,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
211,2,0,1,1,3,0,1,3,2,2,2,1,15,41326,0,3,0.100555556,1,0,0,36,7,1.2,30,18,173,113,640,427,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
212,1,0,2,2,0,0,2,1,2,2,2,1,0,41330,0,2,0.483333333,1,0,0,42,10,0.1,18,50,52,129,640,360,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
213,1,0,2,1,2,0,2,1,1,1,2,1,0,41326,0,9,0.1,1,0,0,23,3,0,85,33,79,137,344,355,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
214,1,2,1,1,4,7,2,1,1,1,1,1,0,41326,0,5,0.143055556,1,0,0,94,11,1.2,49,16,106,112,400,300,0,Beagle,No_Breed,FALSE,Beagle
215,1,0,2,1,2,0,2,1,1,1,2,1,0,41326,0,3,0.242356602,1,0,0,272,56,8.5,29,62,130,116,333,366,0,Shar_Pei,Mixed_Breed,TRUE,Shar_Pei__Mixed_Breed
216,1,0,2,1,2,0,2,2,1,1,1,1,0,41326,0,3,0.12037037,1,0,0,108,16,-0.1,29,83,58,97,366,332,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
217,1,2,2,3,5,0,2,2,3,3,1,1,0,41326,0,9,0.298333333,1,0,0,83,15,3.3,77,22,90,150,349,344,1,Spitz,No_Breed,FALSE,Spitz
218,2,0,2,1,4,7,2,3,2,1,2,1,0,41326,2,10,0.320117745,1,0,0,171,35,6,98,22,64,136,390,308,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
219,2,1,2,2,5,0,2,2,2,2,2,1,0,41326,0,3,0.7,1,0,0,52,13,-0.7,30,92,156,164,400,300,1,Siamese,No_Breed,FALSE,Siamese
220,2,1,2,2,5,0,2,2,2,2,2,1,0,41401,0,3,0.5,1,0,0,-1,-1,-1,30,37,90,139,400,287,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
221,2,0,1,2,0,0,2,2,2,2,2,2,0,41326,0,4,0.120238095,1,0,0,52,8,1.5,40,50,66,81,399,203,0,Bengal,Mixed_Breed,TRUE,Bengal__Mixed_Breed
222,1,0,2,2,7,0,2,2,1,1,2,1,0,41326,0,3,0.070238095,1,0,0,76,14,-0.1,30,28,90,138,366,333,0,Mixed_Breed,Terrier,TRUE,Mixed_Breed__Terrier
223,1,0,2,1,2,7,2,1,1,1,2,1,0,41401,0,1,0.191666667,1,-0.133333333,-1,22,4,0.6,10,34,66,169,400,312,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
224,2,2,1,1,6,7,3,2,2,1,2,1,0,41326,0,4,0,0,0,0,-1,-1,-1,40,44,49,107,350,350,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
225,1,0,2,2,7,0,2,1,1,1,2,1,0,41401,0,6,-0.036111111,-1,0,0,26,5,0.9,52,15,69,122,546,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
226,1,1,1,2,7,0,2,2,1,3,3,1,0,41326,0,1,0,0,0,0,5,1,0,9,11,80,98,270,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
227,2,0,1,1,7,0,2,1,2,1,2,1,0,41326,0,6,0.306297643,1,0,0,151,26,5.2,60,34,37,129,384,316,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
228,1,0,2,1,0,0,2,1,2,2,2,1,0,41332,0,1,0.2625,1,0,0,19,4,1.7,9,14,127,147,640,448,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
229,2,2,1,1,0,0,3,3,1,1,2,1,0,41401,0,5,0.59,1,0,0,17,3,1.8,50,44,106,107,527,512,0,Birman,Mixed_Breed,TRUE,Birman__Mixed_Breed
230,1,2,2,1,2,0,2,2,1,1,1,1,25,41326,0,9,0.484871795,1,0,0,98,17,3.8,78,38,116,147,363,322,1,Belgian_Shepherd_Malinois,Mixed_Breed,TRUE,Belgian_Shepherd_Malinois__Mixed_Breed
231,1,2,1,2,3,7,2,2,1,1,1,1,0,41326,0,0,0.514,1,0,0,40,8,1.3,0,-1,-1,-1,-1,-1,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
232,2,0,1,1,2,4,2,1,2,2,2,1,0,41326,0,4,-0.133333333,-1,0,0,-1,-1,-1,35,15,84,134,375,325,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
233,1,0,2,1,3,0,2,2,1,1,2,1,0,41326,0,4,0.5,1,0,0,45,7,2.5,33,37,94,133,270,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
234,2,0,1,4,0,0,1,1,1,1,2,1,0,41326,0,5,0.3625,1,0.4,1,39,5,0.9,48,23,46,153,360,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
235,1,0,2,1,2,7,1,1,2,2,2,1,0,41326,0,1,0.183333333,1,0,0,3,0,0.8,9,11,65,123,400,299,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
236,1,0,2,1,2,7,2,1,3,3,3,1,25,41326,0,1,0.4,1,0,0,8,1,0.2,10,18,54,161,400,268,0,Beagle,No_Breed,FALSE,Beagle
237,2,2,2,1,0,0,2,2,1,1,1,1,0,41327,0,7,0.051587302,1,0,0,54,7,5.55E-17,68,46,89,114,560,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
238,2,2,2,1,2,7,2,2,1,1,1,1,0,41332,0,4,0.156071429,1,0,0,94,14,1.6,40,17,137,147,500,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
239,1,2,2,7,0,0,2,2,1,1,1,1,0,41401,0,2,0.333333333,1,0,0,9,3,0.8,20,45,32,127,350,350,0,Spitz,Terrier,FALSE,Spitz
240,1,1,1,4,0,0,2,1,1,1,2,1,0,41401,0,2,0.06875,1,0,0,49,9,1.5,20,35,82,141,360,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
241,1,1,2,7,0,0,2,1,2,1,1,1,0,41401,0,2,0.1875,1,0,0,11,2,0.9,14,27,79,115,350,350,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
242,1,0,2,2,4,0,2,1,2,1,2,1,0,41326,0,4,0.269215204,1,0,0,237,34,5.3,40,53,49,145,294,400,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
243,2,0,1,1,7,0,1,2,2,2,2,1,0,41401,0,4,0,0,0,0,-1,-1,-1,35,18,33,150,400,300,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
244,1,0,1,1,0,0,2,1,3,1,3,1,0,41326,0,2,0.061616162,1,0,0,49,7,0.9,20,15,142,109,270,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
245,1,0,2,1,7,0,2,1,2,2,2,1,0,41327,0,2,0.166666667,1,0,0,24,9,0,18,66,36,147,300,400,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
246,1,2,2,1,7,0,1,2,3,1,1,1,0,41326,0,1,0.245833333,1,0,0,94,17,1.5,9,86,86,162,209,371,1,Shih_Tzu,No_Breed,FALSE,Shih_Tzu
247,1,0,1,2,0,0,2,1,1,1,2,1,0,41401,0,1,0.214285714,1,0,0,2,1,0.5,9,16,119,132,384,384,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
248,2,2,1,2,7,0,2,2,1,1,1,1,0,41326,0,2,0.133597884,1,0,0,66,9,-0.4,20,37,80,88,640,385,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
249,1,0,2,1,2,0,2,2,2,1,2,1,0,41326,0,1,0,0,0,0,3,2,0,10,73,69,97,270,480,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
250,1,0,2,7,0,0,2,2,2,2,2,1,0,41330,0,1,0.539583333,1,0,0,6,1,1.2,10,28,47,141,290,400,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
251,1,2,2,7,0,0,3,1,3,3,1,2,0,41327,0,2,0.269444444,1,0,0,48,8,1.8,19,28,44,160,360,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
252,1,0,2,2,0,0,2,1,1,1,1,1,20,41326,0,6,0.349206349,1,0,0,8,1,0.9,46,37,80,159,406,471,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
253,1,0,1,1,2,7,2,1,2,2,2,1,0,41326,0,7,0.36,1,0,0,46,9,2,70,49,84,130,418,468,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
254,2,2,1,1,0,0,1,2,3,3,3,1,0,41326,0,1,0.34375,1,0,0,25,4,1.9,10,56,33,127,640,640,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
255,1,2,2,2,0,0,2,2,2,1,2,1,0,41327,0,1,0,0,0,0,4,2,0.1,9,9,48,127,371,480,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
256,1,0,1,2,0,0,2,1,1,1,2,1,0,41326,0,1,0.25,1,0,0,40,5,-0.1,10,23,100,143,270,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
257,2,1,2,1,4,7,2,1,1,1,1,1,0,41326,0,11,0.121428571,1,0,0,103,19,0.9,104,78,51,120,352,317,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
258,1,2,1,2,7,0,2,2,3,1,3,1,0,41326,0,2,0.070568783,1,0,0,71,10,0.3,20,61,69,111,280,420,0,Shih_Tzu,No_Breed,FALSE,Shih_Tzu
259,1,2,2,2,3,5,2,3,1,1,1,1,0,41326,0,3,0.3625,1,0,0,50,8,2.8,30,17,126,157,546,480,1,Terrier,Terrier,FALSE,Terrier
260,1,0,2,2,7,0,2,2,2,1,2,1,0,41326,0,3,0,0,0,0,3,2,0,30,40,57,135,360,480,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
261,1,0,2,1,2,7,2,1,1,1,2,1,0,41326,0,6,0.55,1,0,0,24,6,2.4,51,15,57,133,390,426,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
262,1,0,2,1,2,7,2,2,1,1,2,1,0,41326,0,4,0.39375,1,0,0,30,4,1.5,37,22,34,150,570,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
263,1,2,1,7,0,0,1,1,1,1,2,1,0,41401,0,1,0.25,1,0,0,7,3,1,10,61,114,82,400,300,0,Poodle,No_Breed,FALSE,Poodle
264,1,0,2,1,2,0,2,1,1,1,1,1,0,41326,0,8,0.158333333,1,0,0,114,27,1,73,62,109,151,640,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
265,1,2,1,2,0,0,1,2,3,3,2,1,0,41326,0,3,0.1,1,0,0,39,7,-0.2,30,13,110,138,360,480,0,Poodle,No_Breed,FALSE,Poodle
266,2,0,1,1,7,0,2,3,2,1,2,1,0,41326,0,5,0.098796296,1,0,0,56,8,2.9,48,40,52,122,377,360,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
267,2,0,2,1,6,7,1,1,2,2,2,1,0,41326,0,3,0.234761905,1,0,0,59,4,1.5,28,34,33,132,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
268,1,0,1,1,2,0,2,1,2,1,2,1,0,41327,0,5,0.5,1,0,0,4,0,0.9,49,39,57,97,400,286,1,Labrador_Retriever,Mixed_Breed,TRUE,Labrador_Retriever__Mixed_Breed
269,1,2,1,1,7,0,2,1,1,1,1,1,0,41325,0,1,0.55,1,0,0,6,1,0,10,40,88,149,360,480,0,Schnauzer,No_Breed,FALSE,Schnauzer
270,1,0,2,1,0,0,2,2,1,1,2,1,0,41326,0,1,0.305833333,1,0,0,50,8,1.2,10,75,100,138,270,480,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
271,1,0,2,1,2,0,2,2,1,1,2,1,0,41326,0,4,0.3405,1,0,0,42,7,2.5,40,51,80,160,289,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
272,2,0,2,1,4,7,2,1,2,1,2,1,0,41401,0,1,0,0,0,0,5,1,0,10,13,75,96,640,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
273,1,0,2,3,0,0,2,1,1,1,1,1,0,41327,0,7,0,0,0,0,15,4,0,67,23,119,129,372,394,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
274,1,0,2,1,2,0,2,2,2,2,2,1,0,41330,0,1,0.36,1,0,0,29,6,1.4,10,13,74,145,640,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
275,2,0,2,7,0,0,1,2,2,1,2,1,0,41335,0,10,0.54375,1,0,0,61,10,1.4,97,55,43,129,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
276,1,2,2,1,0,0,2,1,1,1,1,1,0,41326,0,3,0,0,0,0,6,19,0.6,26,60,60,126,393,440,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
277,2,0,1,3,0,0,2,1,1,1,2,1,2,41326,0,0,0.142857143,1,0.15,1,21,3,0.7,0,-1,-1,-1,-1,-1,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
